,term,Course_Name,enrolled,total_Seats
1363,Spring 2014,CSC 895 [01 ],0,5
1364,Spring 2014,CSC 897 [01 ],0,5
1365,Spring 2014,CSC 897 [01 ],0,5
1366,Spring 2014,CSC 897 [01 ],0,5
1367,Spring 2014,CSC 897 [01 ],1,5
1368,Spring 2014,CSC 898 [01 ],0,5
1369,Spring 2014,CSC 899 [01 ],0,0
1370,Spring 2014,CSC 899 [01 ],0,0
1371,Spring 2014,CSC 899 [01 ],0,0
1372,Spring 2014,CSC 897 [01 ],0,5
1373,Spring 2014,CSC 897 [01 ],0,5
1374,Spring 2014,CSC 897 [01 ],0,5
1375,Spring 2014,CSC 897 [01 ],1,5
1376,Spring 2014,CSC 898 [01 ],0,5
1377,Spring 2014,CSC 899 [01 ],0,0
1378,Spring 2014,CSC 899 [01 ],0,0
1379,Spring 2014,CSC 899 [01 ],0,0
1380,Spring 2014,CSC 897 [01 ],0,5
1381,Spring 2014,CSC 897 [01 ],0,5
1382,Spring 2014,CSC 897 [01 ],0,5
1383,Spring 2014,CSC 897 [01 ],1,5
1384,Spring 2014,CSC 898 [01 ],0,5
1385,Spring 2014,CSC 899 [01 ],0,0
1386,Spring 2014,CSC 899 [01 ],0,0
1387,Spring 2014,CSC 899 [01 ],0,0
1388,Spring 2014,CSC 897 [01 ],0,5
1389,Spring 2014,CSC 897 [01 ],0,5
1390,Spring 2014,CSC 897 [01 ],0,5
1391,Spring 2014,CSC 897 [01 ],1,5
1392,Spring 2014,CSC 898 [01 ],0,5
1393,Spring 2014,CSC 899 [01 ],0,0
1394,Spring 2014,CSC 899 [01 ],0,0
1395,Spring 2014,CSC 899 [01 ],0,0
1396,Fall 2014,CSC 210 [01 ],67,70
1397,Fall 2014,CSC 210 [02 ],69,70
1398,Fall 2014,CSC 210 [03 ],67,70
1399,Fall 2014,CSC 210 [04 ],67,70
1400,Fall 2014,CSC 210 [05 ],33,70
1401,Fall 2014,CSC 211 [01 ],43,45
1402,Fall 2014,CSC 220 [01 ],32,40
1403,Fall 2014,CSC 220 [02 ],44,45
1404,Fall 2014,CSC 220 [03 ],44,40
1405,Fall 2014,CSC 230 [01 ],57,50
1406,Fall 2014,CSC 230 [02 ],45,45
1407,Fall 2014,CSC 230 [03 ],34,50
1408,Fall 2014,CSC 256 [01 ],46,45
1409,Fall 2014,CSC 256 [02 ],55,60
1410,Fall 2014,CSC 300GW [01 ],26,25
1411,Fall 2014,CSC 300GW [02 ],26,25
1412,Fall 2014,CSC 300GW [03 ],27,25
1413,Fall 2014,CSC 340 [01 ],61,60
1414,Fall 2014,CSC 340 [02 ],41,40
1415,Fall 2014,CSC 340 [03 ],39,40
1416,Fall 2014,CSC 412 [01 ],26,45
1417,Fall 2014,CSC 412 [03 ],34,45
1418,Fall 2014,CSC 413 [01 ],43,45
1419,Fall 2014,CSC 413 [02 ],61,65
1420,Fall 2014,CSC 415 [01 ],66,70
1421,Fall 2014,CSC 510 [01 ],52,61
1422,Fall 2014,CSC 510 [02 ],38,40
1423,Fall 2014,CSC 520 [01 ],64,66
1424,Fall 2014,CSC 600 [01 ],21,45
1425,Fall 2014,CSC 600 [02 ],20,60
1426,Fall 2014,CSC 648 [01 ],20,45
1427,Fall 2014,CSC 650 [01 ],25,50
1428,Fall 2014,CSC 667 [01 ],26,30
1429,Fall 2014,CSC 675 [01 ],17,15
1430,Fall 2014,CSC 690 [01 ],29,45
1431,Fall 2014,CSC 694 [01 ],0,10
1432,Fall 2014,CSC 746 [01 ],13,45
1433,Fall 2014,CSC 775 [01 ],11,10
1434,Fall 2014,CSC 780 [01 ],19,20
1435,Fall 2014,CSC 810 [01 ],22,20
1436,Fall 2014,CSC 848 [01 ],14,25
1437,Fall 2014,CSC 849 [01 ],10,20
1438,Fall 2014,CSC 857 [01 ],8,15
1439,Fall 2014,CSC 867 [01 ],7,20
1440,Fall 2014,CSC 872 [01 ],26,20
1441,Fall 2014,CSC 890 [01 ],14,15
1442,Fall 2014,CSC 893 [01 ],0,10
1443,Fall 2014,CSC 895 [01 ],0,0
1444,Fall 2014,CSC 897 [01 ],0,0
