num_people_enrolled,total_class_size,class_number,term
2,29,102,fa2019
0,30,111,fa2019
2,58,111,fa2019
2,28,111,fa2019
4,26,111,fa2019
1,59,211,fa2019
0,30,211,fa2019
15,15,211,fa2019
14,61,300,fa2019
1,31,301W,fa2019
8,17,310,fa2019
22,38,311,fa2019
13,17,311,fa2019
1,29,311,fa2019
0,65,340,fa2019
0,30,340,fa2019
5,0,389,fa2019
2,0,389,fa2019
16,44,430,fa2019
16,14,430,fa2019
7,21,446,fa2019
1,27,446,fa2019
5,13,490,fa2019
14,4,490,fa2019
0,1,490,fa2019
0,37,515,fa2019
1,35,551,fa2019
0,1,580H,fa2019
22,3,650,fa2019
2,58,111,fa2019
2,28,111,fa2019
0,30,111,fa2019
4,26,111,fa2019
0,0,111,fa2019
1,29,211,fa2019
15,15,211,fa2019
0,0,211,fa2019
1,24,301W,fa2019
10,20,301W,fa2019
7,17,310,fa2019
9,21,311,fa2019
4,56,311,fa2019
2,27,311,fa2019
0,35,340,fa2019
0,45,385,fa2019
0,2,389,fa2019
20,15,400,fa2019
0,30,430,fa2019
10,46,446,fa2019
3,25,446,fa2019
1,27,446,fa2019
0,7,490,fa2019
0,1,490,fa2019
11,1,499H,fa2019
2,33,550,fa2019
0,35,580,fa2019
22,3,620,fa2019
30,0,689,fa2019
