num_people_enrolled,total_class_size,class_number,term
130,200,12B,WINTER 2019
251,231,12B,WINTER 2019
33,40,42A,WINTER 2019
214,220,101,WINTER 2019
86,220,101,WINTER 2019
200,200,102,WINTER 2019
25,25,107,WINTER 2019
0,0,107,WINTER 2019
102,120,109,WINTER 2019
122,120,111,WINTER 2019
1,0,111,WINTER 2019
221,250,112,WINTER 2019
67,65,116,WINTER 2019
68,65,116,WINTER 2019
35,0,116,WINTER 2019
37,50,118,WINTER 2019
80,120,122,WINTER 2019
112,120,130,WINTER 2019
20,40,132,WINTER 2019
8,40,132W,WINTER 2019
78,80,140,WINTER 2019
77,81,143,WINTER 2019
91,98,144,WINTER 2019
27,70,161,WINTER 2019
119,120,180,WINTER 2019
44,70,201,WINTER 2019
11,30,211,WINTER 2019
54,50,240,WINTER 2019
13,20,261,WINTER 2019
24,24,277,WINTER 2019
6,15,280D,WINTER 2019
5,10,280L,WINTER 2019
6,19,280O,WINTER 2019
5,15,280S,WINTER 2019
20,15,280Z,WINTER 2019
13,25,290K,WINTER 2019
